http://www.ihtsdo.org/snomed#Phospholipase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Phospholipase	=	0.7	CLS
http://www.ihtsdo.org/snomed#Identical_twin	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Identical_Twin	=	0.67	CLS
http://www.ihtsdo.org/snomed#Geranium_maculatum	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Geranium_maculatum	=	0.56	CLS
http://www.ihtsdo.org/snomed#Erythroplakia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Erythroplakia	=	0.5	CLS
http://www.ihtsdo.org/snomed#Malignant_neoplasm_of_exocervix	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Malignant_Exocervical_Neoplasm	=	0.74	CLS
http://www.ihtsdo.org/snomed#Cantaloupe	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cantaloupe	=	0.6	CLS
http://www.ihtsdo.org/snomed#Structure_of_semispinalis_cervicis_muscle	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Semispinalis_Cervicis	=	0.4	CLS
http://www.ihtsdo.org/snomed#Chronic_leukemia_disease	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Chronic_Leukemia	=	0.73	CLS
http://www.ihtsdo.org/snomed#Fall	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Fall	=	0.5	CLS
http://www.ihtsdo.org/snomed#Shwachman_syndrome	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Schwachmann-Diamond_Syndrome	=	0.44	CLS
http://www.ihtsdo.org/snomed#Ventricular_arrhythmia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ventricular_Arrhythmia	=	0.74	CLS
http://www.ihtsdo.org/snomed#Posterior	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Dorsal	>	0.07	CLS
http://www.ihtsdo.org/snomed#Structure_of_spermatogenic_epithelium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Seminiferous_Epithelium	=	0.05	CLS
http://www.ihtsdo.org/snomed#Bone_structure_of_T11	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#T11_Vertebra	=	0.02	CLS
http://www.ihtsdo.org/snomed#Oxprenolol	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Oxprenolol	=	0.57	CLS
http://www.ihtsdo.org/snomed#Hypochromatism	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hypochromia	=	0.37	CLS
http://www.ihtsdo.org/snomed#Chromosome_pair_1	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Chromosome_1	=	0.57	CLS
http://www.ihtsdo.org/snomed#Adenocarcinoma_of_lung_stage_I	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Stage_I_Lung_Adenocarcinoma	=	0.52	CLS
http://www.ihtsdo.org/snomed#Fluconazole	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Fluconazole	=	0.56	CLS
http://www.ihtsdo.org/snomed#Diagnostic_endoscopic_examination_on_colon	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Diagnostic_Colonoscopy	=	0.65	CLS
http://www.ihtsdo.org/snomed#Razoxane	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Razoxane	=	0.63	CLS
http://www.ihtsdo.org/snomed#Benign_neoplasm_of_kidney	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Benign_Renal_Neoplasm	=	0.71	CLS
http://www.ihtsdo.org/snomed#Film	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Film_Dosage_Form	=	0.71	CLS
http://www.ihtsdo.org/snomed#Wedge_resection_of_tongue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Wedge_Resection_of_Tongue	=	0.87	CLS
http://www.ihtsdo.org/snomed#Iraq	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Iraq	=	0.6	CLS
http://www.ihtsdo.org/snomed#Aleukemic_leukemia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Aleukemic_Leukemia	=	0.63	CLS
http://www.ihtsdo.org/snomed#Xeroderma_pigmentosum_group_F	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Xeroderma_Pigmentosum_Complementation_Group_F	=	0.59	CLS
http://www.ihtsdo.org/snomed#Hyperplastic_polyp	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hyperplastic_Polyp	=	0.5	CLS
http://www.ihtsdo.org/snomed#Chromosome_pair_2	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Chromosome_2	=	0.57	CLS
http://www.ihtsdo.org/snomed#Sufentanil	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sufentanil	=	0.53	CLS
http://www.ihtsdo.org/snomed#Laparotomy	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Laparotomy	=	0.7	CLS
http://www.ihtsdo.org/snomed#Fluctuating	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Fluctuation	>	0.5	CLS
http://www.ihtsdo.org/snomed#Pregnancy_complications	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pregnancy_Complication	=	0.52	CLS
http://www.ihtsdo.org/snomed#Cheerful_mood	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Happiness	=	0.05	CLS
http://www.ihtsdo.org/snomed#Hypoalbuminemia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hypoalbuminemia	=	0.59	CLS
http://www.ihtsdo.org/snomed#Alfalfa_sprout	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Alfalfa_Sprout	=	0.56	CLS
http://www.ihtsdo.org/snomed#Levorphanol	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Levorphanol	=	0.53	CLS
http://www.ihtsdo.org/snomed#Administration_of_antineoplastic_agent	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Chemotherapy	>	0.06	CLS
