Source,Target,Prediction,Confidence
http://human.owl#NCI_C49191,http://mouse.owl#MA_0000702,False,0.9997384599806582
http://human.owl#NCI_C12758,http://mouse.owl#MA_0001095,True,0.999999091165777
http://human.owl#NCI_C33748,http://mouse.owl#MA_0001221,True,0.952568917027938
http://human.owl#NCI_C32296,http://mouse.owl#MA_0000789,False,0.999941398309622
http://human.owl#NCI_C32742,http://mouse.owl#MA_0000470,False,0.9999036136757582
http://human.owl#NCI_C32497,http://mouse.owl#MA_0000451,False,0.9995691852097977
http://human.owl#NCI_C33743,http://mouse.owl#MA_0002390,False,0.939912414978831
http://human.owl#NCI_C12349,http://mouse.owl#MA_0000813,True,0.924139939574782
http://human.owl#NCI_C33075,http://mouse.owl#MA_0001249,False,0.9999831180163555
http://human.owl#NCI_C49212,http://mouse.owl#MA_0001836,False,0.9626712261389178
http://human.owl#NCI_C12909,http://mouse.owl#MA_0002434,False,0.9999642843334096
http://human.owl#NCI_C32658,http://mouse.owl#MA_0002684,False,0.5621739224331094
http://human.owl#NCI_C12262,http://mouse.owl#MA_0001615,False,0.9995693043386459
http://human.owl#NCI_C53050,http://mouse.owl#MA_0002234,True,0.9997958844284633
http://human.owl#NCI_C33869,http://mouse.owl#MA_0001454,False,0.9994470010184724
http://human.owl#NCI_C12457,http://mouse.owl#MA_0000172,False,0.9999642843334096
http://human.owl#NCI_C33627,http://mouse.owl#MA_0001460,False,0.9999971839107363
http://human.owl#NCI_C12992,http://mouse.owl#MA_0000756,True,0.7310564650969205
http://human.owl#NCI_C33791,http://mouse.owl#MA_0000777,False,0.9859358551513582
http://human.owl#NCI_C12679,http://mouse.owl#MA_0000060,False,0.9998411699326909
http://human.owl#NCI_C33139,http://mouse.owl#MA_0001338,False,0.9999980183344259
http://human.owl#NCI_C12299,http://mouse.owl#MA_0000796,False,0.9999541524335852
http://human.owl#NCI_C33178,http://mouse.owl#MA_0001320,True,0.8519477965805549
http://human.owl#NCI_C33565,http://mouse.owl#MA_0001552,True,0.9988296292375166
http://human.owl#NCI_C12261,http://mouse.owl#MA_0001616,False,0.9525736757067186
http://human.owl#NCI_C13041,http://mouse.owl#MA_0000004,False,0.9999988527586979
http://human.owl#NCI_C12725,http://mouse.owl#MA_0002420,False,0.9999779923584998
http://human.owl#NCI_C13082,http://mouse.owl#MA_0002748,False,0.9890126361593897
http://human.owl#NCI_C49313,http://mouse.owl#MA_0001730,True,0.49999570753167444
http://human.owl#NCI_C33603,http://mouse.owl#MA_0002487,False,0.8175726765503238
