http://snomed.info/id/52178006|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114987
http://snomed.info/id/109969005|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8851
http://snomed.info/id/1157043006|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6958
http://snomed.info/id/94681006|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6332
http://snomed.info/id/6574001|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36184
http://snomed.info/id/14990007|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2946
http://snomed.info/id/307647008|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8996
http://snomed.info/id/448675008|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4890
http://snomed.info/id/307647008|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8995
http://snomed.info/id/68790008|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2868
http://snomed.info/id/126490003|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3398
http://snomed.info/id/87252009|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3954
http://snomed.info/id/254817005|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7583
http://snomed.info/id/254897006|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40317
http://snomed.info/id/399490008|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2919
http://snomed.info/id/417264005|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3146
http://snomed.info/id/19071004|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3486
http://snomed.info/id/425213009|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9358
http://snomed.info/id/423050000|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6660
