Source,Target,Prediction,Confidence
http://human.owl#NCI_C32658,http://mouse.owl#MA_0002684,False,0.9914220755480208
http://human.owl#NCI_C53050,http://mouse.owl#MA_0002234,True,0.9999936078174534
http://human.owl#NCI_C33743,http://mouse.owl#MA_0002390,False,0.9890125191809928
http://human.owl#NCI_C32497,http://mouse.owl#MA_0000451,True,0.9980728690648153
http://human.owl#NCI_C33075,http://mouse.owl#MA_0001249,True,0.9968268544290256
http://human.owl#NCI_C33139,http://mouse.owl#MA_0001338,False,0.9999984951481292
http://human.owl#NCI_C33748,http://mouse.owl#MA_0001221,True,0.9999644035311729
http://human.owl#NCI_C12758,http://mouse.owl#MA_0001095,True,0.999999091165777
http://human.owl#NCI_C32742,http://mouse.owl#MA_0000470,True,0.9241403458122384
http://human.owl#NCI_C49313,http://mouse.owl#MA_0001730,True,0.9399118862605431
http://human.owl#NCI_C12457,http://mouse.owl#MA_0000172,True,0.9999249493054897
http://human.owl#NCI_C33627,http://mouse.owl#MA_0001460,False,0.999998137537802
http://human.owl#NCI_C33565,http://mouse.owl#MA_0001552,True,0.9998762071859498
http://human.owl#NCI_C49212,http://mouse.owl#MA_0001836,False,0.777298777705244
http://human.owl#NCI_C12992,http://mouse.owl#MA_0000756,True,0.9997384599806582
http://human.owl#NCI_C33791,http://mouse.owl#MA_0000777,True,0.9933064233762102
http://human.owl#NCI_C32296,http://mouse.owl#MA_0000789,False,0.9998763263659391
http://human.owl#NCI_C49191,http://mouse.owl#MA_0000702,False,0.998072988160571
http://human.owl#NCI_C12349,http://mouse.owl#MA_0000813,True,0.9999721515254024
http://human.owl#NCI_C33869,http://mouse.owl#MA_0001454,False,0.999996587894339
http://human.owl#NCI_C12909,http://mouse.owl#MA_0002434,True,0.9859355126537467
http://human.owl#NCI_C12262,http://mouse.owl#MA_0001615,True,0.9984985298165022
http://human.owl#NCI_C33178,http://mouse.owl#MA_0001320,True,0.6224563432133506
http://human.owl#NCI_C12299,http://mouse.owl#MA_0000796,True,0.9999249493054897
http://human.owl#NCI_C12679,http://mouse.owl#MA_0000060,False,0.9999036136757582
http://human.owl#NCI_C12442,http://mouse.owl#MA_0000205,True,0.9968269734921458
http://human.owl#NCI_C32414,http://mouse.owl#MA_0001355,False,0.9999958726751765
http://human.owl#NCI_C12442,http://mouse.owl#MA_0000206,True,0.9999896741288624
http://human.owl#NCI_C49210,http://mouse.owl#MA_0001841,True,0.4999979724938613
http://human.owl#NCI_C49228,http://mouse.owl#MA_0001633,False,0.9999933694113405
http://human.owl#NCI_C13082,http://mouse.owl#MA_0002748,False,0.9995691852097977
