Source,Target,Prediction,Confidence
http://human.owl#NCI_C32658,http://mouse.owl#MA_0002684,False,0.9914220755480208
http://human.owl#NCI_C53050,http://mouse.owl#MA_0002234,True,0.9999936078174534
http://human.owl#NCI_C12758,http://mouse.owl#MA_0001095,True,0.999999091165777
http://human.owl#NCI_C33627,http://mouse.owl#MA_0001460,False,0.999998137537802
http://human.owl#NCI_C33565,http://mouse.owl#MA_0001552,True,0.9998762071859498
http://human.owl#NCI_C12992,http://mouse.owl#MA_0000756,True,0.9997384599806582
http://human.owl#NCI_C33791,http://mouse.owl#MA_0000777,True,0.9933064233762102
http://human.owl#NCI_C32296,http://mouse.owl#MA_0000789,False,0.9998763263659391
http://human.owl#NCI_C49191,http://mouse.owl#MA_0000702,False,0.998072988160571
http://human.owl#NCI_C33869,http://mouse.owl#MA_0001454,False,0.999996587894339
http://human.owl#NCI_C33178,http://mouse.owl#MA_0001320,True,0.6224563432133506
http://human.owl#NCI_C12442,http://mouse.owl#MA_0000205,True,0.9968269734921458
http://human.owl#NCI_C32414,http://mouse.owl#MA_0001355,False,0.9999958726751764
http://human.owl#NCI_C12442,http://mouse.owl#MA_0000206,True,0.9999896741288624
http://human.owl#NCI_C49210,http://mouse.owl#MA_0001841,True,0.4999979724938613
http://human.owl#NCI_C49228,http://mouse.owl#MA_0001633,False,0.9999933694113404
http://human.owl#NCI_C12867,http://mouse.owl#MA_0001771,True,0.924140655654486
http://human.owl#NCI_C49312,http://mouse.owl#MA_0001729,False,0.9999642843334096
http://human.owl#NCI_C13041,http://mouse.owl#MA_0000004,True,0.9626721119380808
http://human.owl#NCI_C53172,http://mouse.owl#MA_0002302,True,0.9933063049648642
http://human.owl#NCI_C32743,http://mouse.owl#MA_0002723,False,0.9999983759447104
http://human.owl#NCI_C32492,http://mouse.owl#MA_0000398,False,0.9933067716721652
http://human.owl#NCI_C12907,http://mouse.owl#MA_0000014,True,0.9770212518438538
http://human.owl#NCI_C52844,http://mouse.owl#MA_0001914,True,0.9999722707259224
http://human.owl#NCI_C48257,http://mouse.owl#MA_0002677,False,0.9999989719621736
http://human.owl#NCI_C33665,http://mouse.owl#MA_0002127,False,0.9999986143516758
http://human.owl#NCI_C12455,http://mouse.owl#MA_0000170,True,0.9999974223173038
http://human.owl#NCI_C12884,http://mouse.owl#MA_0002655,True,0.9525728098454248
http://human.owl#NCI_C33205,http://mouse.owl#MA_0001326,True,0.7772974109532285
http://human.owl#NCI_C12421,http://mouse.owl#MA_0000341,True,0.9996642365947384
http://human.owl#NCI_C12897,http://mouse.owl#MA_0001073,True,0.999841289108504
