Source,Target,Prediction,Confidence
http://omim.org/entry/605479,http://www.orpha.net/ORDO/Orphanet_99961,True,1.0
http://www.omim.org/phenotypicSeries/PS270300,http://www.orpha.net/ORDO/Orphanet_817,True,1.0
http://omim.org/entry/101850,http://www.orpha.net/ORDO/Orphanet_79502,False,1.0
http://omim.org/entry/613564,http://www.orpha.net/ORDO/Orphanet_261349,False,1.0
http://omim.org/entry/604928,http://www.orpha.net/ORDO/Orphanet_3463,False,1.0
http://omim.org/entry/615785,http://www.orpha.net/ORDO/Orphanet_171723,False,1.0
http://omim.org/entry/252650,http://www.orpha.net/ORDO/Orphanet_79212,False,1.0
http://omim.org/entry/108721,http://www.orpha.net/ORDO/Orphanet_56305,True,1.0
http://omim.org/entry/259775,http://www.orpha.net/ORDO/Orphanet_1832,True,1.0
http://omim.org/entry/182260,http://www.orpha.net/ORDO/Orphanet_399329,True,1.0
http://omim.org/entry/609270,http://www.orpha.net/ORDO/Orphanet_284324,True,1.0
http://omim.org/entry/609220,http://www.orpha.net/ORDO/Orphanet_2771,False,1.0
http://omim.org/entry/608837,http://www.orpha.net/ORDO/Orphanet_1359,False,1.0
http://omim.org/entry/600884,http://www.orpha.net/ORDO/Orphanet_98893,False,1.0
http://omim.org/entry/151623,http://www.orpha.net/ORDO/Orphanet_524,True,1.0
http://omim.org/entry/615803,http://www.orpha.net/ORDO/Orphanet_411493,True,1.0
http://www.omim.org/phenotypicSeries/PS614328,http://www.orpha.net/ORDO/Orphanet_294023,True,1.0
http://omim.org/entry/604348,http://www.orpha.net/ORDO/Orphanet_164736,False,1.0
http://omim.org/entry/614231,http://www.orpha.net/ORDO/Orphanet_93308,False,1.0
http://omim.org/entry/612069,http://www.orpha.net/ORDO/Orphanet_275872,False,1.0
http://omim.org/entry/618196,http://www.orpha.net/ORDO/Orphanet_137667,False,1.0
http://omim.org/entry/614170,http://www.orpha.net/ORDO/Orphanet_90354,False,1.0
http://omim.org/entry/112250,http://www.orpha.net/ORDO/Orphanet_85182,True,1.0
http://omim.org/entry/174800,http://www.orpha.net/ORDO/Orphanet_2466,False,1.0
http://omim.org/entry/227260,http://www.orpha.net/ORDO/Orphanet_398173,False,1.0
http://omim.org/entry/612908,http://www.orpha.net/ORDO/Orphanet_50942,False,1.0
http://omim.org/entry/619334,http://www.orpha.net/ORDO/Orphanet_1037,False,1.0
http://www.omim.org/phenotypicSeries/PS210600,http://www.orpha.net/ORDO/Orphanet_808,True,1.0
http://omim.org/entry/604801,http://www.orpha.net/ORDO/Orphanet_98893,True,1.0
http://www.omim.org/phenotypicSeries/PS120100,http://www.orpha.net/ORDO/Orphanet_47045,True,1.0
http://omim.org/entry/132400,http://www.orpha.net/ORDO/Orphanet_93308,True,1.0
http://omim.org/entry/162900,http://www.orpha.net/ORDO/Orphanet_79467,False,1.0
http://omim.org/entry/213200,http://www.orpha.net/ORDO/Orphanet_1170,True,1.0
http://omim.org/entry/147750,http://www.orpha.net/ORDO/Orphanet_2307,True,1.0
http://www.omim.org/phenotypicSeries/PS608354,http://www.orpha.net/ORDO/Orphanet_137667,True,1.0
http://www.omim.org/phenotypicSeries/PS212065,http://www.orpha.net/ORDO/Orphanet_319646,False,1.0
http://omim.org/entry/607932,http://www.orpha.net/ORDO/Orphanet_178364,False,1.0
http://omim.org/entry/101900,http://www.orpha.net/ORDO/Orphanet_79151,True,1.0
http://omim.org/entry/170400,http://www.orpha.net/ORDO/Orphanet_681,False,1.0
http://omim.org/entry/618031,http://www.orpha.net/ORDO/Orphanet_98973,False,1.0
http://www.omim.org/phenotypicSeries/PS314580,http://www.orpha.net/ORDO/Orphanet_3454,True,1.0
http://omim.org/entry/126800,http://www.orpha.net/ORDO/Orphanet_233,False,1.0
http://omim.org/entry/186000,http://www.orpha.net/ORDO/Orphanet_295195,True,1.0
http://omim.org/entry/113400,http://www.orpha.net/ORDO/Orphanet_1246,True,1.0
http://omim.org/entry/187601,http://www.orpha.net/ORDO/Orphanet_93274,True,1.0
http://omim.org/entry/231070,http://www.orpha.net/ORDO/Orphanet_2078,True,1.0
http://omim.org/entry/610125,http://www.orpha.net/ORDO/Orphanet_178364,True,1.0
